"S.No","Source","Reviewer_Name","Date","Star_Rating","Review_Text","Helpful_Count"
"218","Trustpilot","Kapilaarthi Swaminathan","Apr 27, 2026","1","Hi, I am like many other parent who is following up for a refund since Feb 15\. I have stopped attending the seession since then and they tried to convince me for a month to continue the course. But Bhanzu curriculum is not helping my child and we clearly said we would like to cancel and get the refund for the remaining sessions as they promised at the time of registeration and an email sent at the time of registration that I can cancel the course after attending minimum 30 sessions and they will refund the remaining cost. But i have attended 47 sessions and when my kids was not benefiting from the course and lost intereset completely to join anymore Bhanzu sessions. After repeated calls and they finally locked my account and removed from the student dashboard. As of Mar 20 they emailed stating my refund process has intiated please give us 7-10 business days to process your request. But I got 3 same automated email stating 7-10 business days my refund will be processed. Everytime I have to call Bhanzu support and follow up on the refund. But no one will connect to any concered team or address the actual delay. They keep saying the same old script again and agaain. I don't know if it a BOT or Human am talking to. And Emails no responce. Very poor customer support and the time and frustation they cause to the parents is they should be refunding the full amount. At the time of registration i trusted Bhanzu and their curriculum. But with the bad customer experience I wanted to spread awareness for another parent not to go through the same. Bhanzu has thought me a great lesson on how not to trust them anymore and any other online scams. I have been very careful since covid so many online education system started and they bancrupted but Bhanzu seemed trustful which they 100% broke my trust and confidence in coming back.","0"
"219","Trustpilot","Rimpal Patel","Apr 27, 2026","1","The product has received a zero-star rating. The experience has been unsatisfactory in all aspects. There is a lack of clarity in the information provided during registration, poor customer service and inadequate administration. Furthermore, there is no assistance offered in resolving issues. When it comes to refunds, the company prioritises its own interests over customer support. Many undisclosed aspects were not communicated prior to registration and are now being revealed when requesting a refund.says if we didn’t hear anything from you then we will close ticket and do not reraise ticket . How can they close ticket without solving it","0"
"220","Trustpilot","Abeer","Apr 26, 2026","1","Refund still not processed . Bhanzu please the way instantly you take money from us, the same way process the refund, I am yet to get a response from you . I get the same response every time that is we are waiting for third party response, bhanzu in this digital world where everything is in one touch don’t give this answer. I need an update on my refund without any delay.","0"
"221","Trustpilot","Dhanashri Paranjpe","Apr 24, 2026","1","I faced issue with Bhanzu. After a 1 year of service I want to deactivate my account as it's matching with my current requirement, i have been trying since one month for deactivate account no one is brother to connect with me. I have sent multiple emails, also called RM she said someone will call and from experts team but no one called and my one month fees also charged ofcos I have asked my daughter to join as I paid for this service already. But should I pay a huge amount if I don't want now. Thank you Dhanashri Potdar","0"
"222","Trustpilot","B Thomas","Apr 24, 2026","1","Enrolled mid 2025 but by the end of the year (ie in 4months) we understood we made a mistake enrolling. The teacher would race through each topic, there was no follow up or refresher at the start of each class. Gave feedback to the teacher in the best way possible but she never took it on board. I decided it was time to leave when the teacher made the kids wait for over 20mins and then shows up and says she was tired after travel!!!! over the holiday and festival period we had class cancellations due to “technical issue” Raised a ticket on March 5th - was promised it will be settled and refunded… but still waiting. We keep following up as we were told it would be settled within 4 weeks. We raise tickets only to get response that we will get a call and guess what - no one does! To parents in Australia and New Zealand, please do not enroll for this! You are better off enrolling for in person options such as kumon or any local math class…. Very disappointed! The frequent class cancellations also meant the kids were loosing interest and not able to remember the concepts.","0"
"223","Trustpilot","T Thomas","Apr 23, 2026","1","I enrolled in a Bhanzu program and paid the full fee of $1,200. Within an hour of enrollment, I decided to discontinue and requested a refund. However, the refund has not been processed despite multiple follow-ups. My experience has been disappointing, particularly regarding communication, responsiveness, and the handling of refund-related concerns. The process has taken longer than expected, and I have not received a satisfactory resolution. Based on my experience, I would advise others to carefully review recent feedback on social media and other platforms, as well as customer refund experiences, before enrolling in this program.","0"
"224","Trustpilot","Vamsikrishna Anchala","Updated Jun 17, 2026","1","I am writing this to warn other parents about the deceptive practices and ""refund traps"" at Bhanzu. Aggressive Sales: During the demo on March 1st, the representative pressured me into a $2,000 payment by claiming a ""limited-time offer"" and refused to let me off the call to think it over. Immediate Cancellation Ignored: I cancelled the service on March 2nd—before the first session even began and immediately following the welcome call. Bhanzu acknowledged the cancellation (Ticket \#02050037) but continued to send session reminders. The ""30-Session"" Trap: When I requested my refund, they tried to claim I was ineligible because their policy requires completing 30 sessions with 80% attendance first. This is a logical impossibility for a service that was cancelled before it started. It is a clear attempt at Unjust Enrichment—holding $2,000 for services never rendered. Refusal to Refund: They tried to force me into ""pausing"" the batch for a year instead of returning my money. I ultimately had to involve my bank and file a formal dispute under the Fair Credit Billing Act to get my funds back. Even after my bank ruled in my favor and issued a permanent credit on April 7, 2026, Bhanzu sent an email on April 22 claiming they had 'approved my refund.' This is a deceptive administrative tactic. They didn't 'approve' anything; they lost a formal legal dispute for non-delivery of service. Worse, they then tried to claim they would 'deduct' fees for scheduled classes that I never attended and had cancelled weeks prior. This shows a complete lack of transparency and an attempt to circumvent the bank's final decision."" Bottom Line: Their math curriculum might be fine, but their business ethics are non-existent. If you pay them, be prepared for a massive fight to get your money back, even if you never use the service.","0"
"225","Trustpilot","break point","Apr 23, 2026","1","HI, ALL PARENTS I HAD SAME VERY BAD EXPERIENCE AND I AM OUT OF THIS MATTER. I GOT MY MONEY BACK. BHANZU WILL NEVER GIVE YOU YOUR MONEY BACK. THEY WILL ONLY TALK NONSENSE TO YPU. ITS BETTER IF YOU TALK TO YOUR BANK.THE BANK WILL PUT YOUR TRANSACTION IN A DISPUTE AND REFUND YOUR MONEY. SO PLEASE DONT WEST YOUR TIME WITH BHANZU AND CONTACT YOUR BANK.","0"
"226","Trustpilot","Asiya Shaikh","Updated Apr 30, 2026","1","Bhanzu - Parents Beware before enrolling. We lost $4200 and didn't get any refund. Repeated request to issue refund falls on deaf ears with Bhanzu team. Like a broken record they send the same message that we will support your child's learning and resolve the matter. For months, I have been told the same repeated lines with no real intention or action to return our money back. Their customer service is like harassment to the parent, as they dismiss what we ask for and just keep delaying the process. It's a total waste of money with no concrete progress or improvement in student's calibre. The lack of transparency and accountability has caused significant inconvenience. If this is how refund requests are handled, it raises serious concerns about their process and professionalism. Now we are left with no choice but to take legal action against them. Update: After leaving this review Bhanzu contacted us and indicated a refund if the review was taken down. We asked for the refund first. Our kids attendance was more than 80% at that time which made us eligible for the refund. Since then there were multiple generic emails mentioning parents name as the student, or if they got the name right it was wrong subject., raising concerns on their professionalism. After requesting cancellation, our children stopped attending. Their attendance percentages was above 80% as they mentioned on the phone. They kept delaying the refund but continued to schedule classes despite our request to discontinue. Today they called that the child's attendance is 72% that makes us ineligible for refund. Overall the process felt unclear with shifting explanation and in the end denial to refund our money. We have incurred a loss of approximately $4200. We strongly recommend reviewing all refund and attendance terms carefully and getting everything in writing before enrolling. We had a very frustrating experience with Bhanzu.","0"
"227","Trustpilot","Abeer","Apr 22, 2026","1","Bhanzu is a scam, don’t waste your money and time on them. I am asking them refund on daily basis and they are delaying the initiation. I hope all the parents to check the reviews on Facebook and truspilot. Unprompted reviews and not the INVITED ones, which are paid reviews.They are scammers.","0"
"228","Trustpilot","Vidya Potti","Apr 21, 2026","1","My refund experience with Bhanzu has been very disappointing. For months, I have been told the same repeated lines with no real progress. Customer service keeps saying someone will call back, but no one ever does. The lack of transparency and accountability has caused significant inconvenience. If this is how refund requests are handled, it raises serious concerns about their processes. They do not even acknowledge emails, which reflects poorly on their professionalism. A clear example is the generic comments they keep adding to my reviews without any seriousness or real intention to resolve the issue. After months of waiting, I still have no update on my refund.","0"
"229","Trustpilot","Manish singh","Apr 21, 2026","1","Beware ! Beware ! Bhanzu is nothing but online frauds. Don't fall in their trap . They are scammers . Please connect with me before falling in their SCAM.","0"
"230","Trustpilot","Mirza Ahmed Wasim","Updated Apr 27, 2026","1","My initial impression was that the ""demo"" served more as a high-pressure sales funnel than a genuine showcase of the service. The session focused heavily on aggressive marketing tactics to secure immediate payment, which felt quite unprofessional for a trial class. ​Update: Since posting my initial feedback, the company has contacted me requesting that I remove my review. Furthermore, my concerns remain unresolved and their focus seems to be on managing feedback.","0"
"231","Trustpilot","Tejaswi","Apr 21, 2026","1","I am sharing this so other parents are aware before enrolling. This has been one of the worst and most unbearable experiences we’ve had with any learning platform. We enrolled our daughter in both English and Math programs. Due to unavoidable travel, we had to pause her classes temporarily. After that, we spent over two months chasing customer support, with no proper resolution. The process was exhausting and extremely frustrating. Despite repeatedly requesting either: - placement in a suitable batch based on her progress, or - a prorated refund for unused sessions We were given no meaningful solution. To put things in perspective, my daughter attended around 15 English sessions, and we were then told to continue from the 90th session. This is completely unreasonable and shows a serious lack of academic structure. It feels like they are just trying to fit students anywhere without caring about actual learning. The entire experience reflects no accountability, poor support, and rigid policies. It also raises serious concerns about false advertising, as the service delivered does not match what was promised at the time of enrollment. At times, it genuinely felt like money looting, where once you’ve paid, you’re left with no real support or fair options. We are based in the US, and I’ve heard similar feedback from 6 other parents in our community as well. Bhanzu seriously needs to fix: -extremely poor and delayed customer suppor -lack of accountability in resolving issues -unfair handling of paused subscriptions -improper student placement without regard for learning continuity Until then, I would strongly caution parents, please get complete clarity on their policies before enrolling. This has truly been the worst experience and far from what was promised.","0"
"232","Trustpilot","Abeer","Apr 20, 2026","1","Bhanzu refund is delayed, initiate my refund . Bhanzu is not worth one star , parents look for all the one star reviews . They are fake and only after your money . Since my first review they have the same automated response, with out any action. They will ghost you like this after taking the money because they are not concerned about you or your child , they only want money. They are professional scammers.","0"
"233","Trustpilot","Vipulkumar Suthar","Apr 20, 2026","1","I purchased a Bhanzu student membership for my son and paid £1845. Since January, I have been continuously requesting cancellation and refund, but my issue is still unresolved. I have raised multiple support tickets:","0"
"234","Trustpilot","Hatem","Apr 19, 2026","1","I got into the session and someone said he has an internet issue and said can you reschedule it two hours and the teacher accepted and she said 6:00 or 6:30 so when I entered it said error session finished.","0"
"235","Trustpilot","Abeer","Apr 19, 2026","1","Refund not initiate. Bhanzu are scammers and fake. Parents don’t register your children with them . Read all the negative reviews which are original and unprompted not like all the good reviews which are invited. This explains it all. Initiate my refund bhanzu.","0"
"236","Trustpilot","Vidya Potti","Apr 19, 2026","1","I want to share my experience so others are aware. I have been waiting for my refund for months, and the process has been extremely inconvenient. Even today, customer service keeps giving scripted responses with no real action or follow‑up. The delay, lack of clarity, and repeated false promises have caused a lot of frustration. I hope they improve their refund process so no one else has to go through this.","0"
"237","Trustpilot","Harsh m","Apr 19, 2026","1","Before you read our below experience: I want to share the new fraud which these people did with us. They said they will refund our partial money on March 26th and today it's April 18th; we have called them 10+ times and sent emails but no refund still. They are big frauds. Please save your kid from this below Trama. \=== I wish there a negative score I could choose. Parents be aware of this. We have been cheated. We enrolled our 13-year-old daughter in Bhanzu’s 18-month online math program after seeing their YouTube advertisements. The program cost $1,845 and was marketed as age-appropriate, structured instruction with four one-hour classes per month. Unfortunately, the experience was very different from what was promised. Our daughter was placed in a class with much younger children, making the instruction unsuitable for her level. A significant portion of each session was spent on unrelated personal conversations rather than math instruction. In addition, the teacher frequently had internet and technical issues, and at times students could not hear or follow the lesson. The actual teaching time was far less than advertised. Before enrolling, we were told that if the class or teacher was not a good fit, Bhanzu would change the class or teacher, or allow cancellation. After experiencing these issues, we contacted Bhanzu multiple times by email and phone requesting a class change or cancellation. We were advised not to attend the current class and were told a new class and teacher would be assigned. Despite repeated follow-ups, no new class was ever provided, the course was not properly canceled, and no refund was issued. Based on our experience, the service delivered did not match what was advertised, and the promised flexibility was not honored. We recommend that parents carefully review terms and get all commitments in writing before enrolling.","0"
"238","Trustpilot","Ali","Apr 18, 2026","1","Worst experience ever. Applied for refund and it’s been months they keep calling and asking to attended class rather than giving refund. It’s a scam. We lost £1400z Avoid avoid","0"
"239","Trustpilot","Vidya Potti","Apr 18, 2026","1","Parents, please look at my previous reviews about Bhanzu. Every time, they simply leave a comment saying they will “validate the request” and that it may take time because it depends on a third party. During enrollment, there was no such dependency. But when it comes to issuing a refund, suddenly they claim they are dependent on others. Today, I called their customer service again. They did not provide any update about the refund. Instead, they repeated the same line: “Someone will call you.” It has been months, and I have neither received a callback nor my refund. I am extremely frustrated with this ongoing experience. Based on what I have gone through, I strongly advise others to be cautious and not fall for their misleading advertisements. Please do not fall into the same trap that we did.","0"
"240","Trustpilot","Abeer","Apr 17, 2026","1","Bhanzu is not initiating my refund . Everyday they call or send email and give different suggestions because it’s not a single person handling your concerns it’s a GROUP OF SCAMMERS who don’t want to do anything with your concerns. They called me today , and asked to wait for banking processing , where as they have not processed anything . They also want me to stop the negative reviews and they tried to Harass me. I need my refund by my ORIGINAL PAYMENT METHOD. I need a prove of my payment process. Parents go through all my last reviews and don’t get scammed by them. I am going through nightmare and harassment from bhanzu. Initiate refund bhanzu .","0"
"241","Trustpilot","Abeer","Apr 16, 2026","1","Bhanzu is giving me the same automated response for all the reviews , I am posting since 5 days,and I am getting the same response each time , that is we are waiting for third party to responded for refund ,where as cancellation and refund have to be from their side , and not from third party. They are emailing and forcing to continue to take sessions . Parents don’t fall for them, if you want to see there review, just see all the good to excellent reviews are INVITED , it means they made it up and the BAD REVIEWS are UNPROMPTED. You can see yourself which are genuine reviews and which are not. Also check Facebook reviews on BHANZU IS SCAM AND BANNED IN US.They are looters. They are after your money . They are fraud. Refund still not processed,","0"
"242","Trustpilot","Bharathidhasan Subramani","Apr 16, 2026","1","I had a terrible experience with Bhanzu. They are very friendly when selling the subscription, but the service afterwards is a nightmare. We’ve had constant changes in tutors and relationship managers. Most shockingly, I’ve had to raise concerns about a tutor actually sleeping during a live class. It is completely unprofessional and unsafe. On top of the poor teaching, their support team is dishonest. Stay away. This is not the quality education they promise.","0"
"243","Trustpilot","Abeer","Apr 15, 2026","1","Parents please do research before getting trapped by them , they are fraud. Check Facebook for bhanzu is scam. They are not educators but thief. Fraud fraud, scam scam.All the good reviews there are also fake, it’s not true , they will take money and ghost you . They will force to attend 30 sessions before refund and after 30 session and even before if your payment has been done they will abandon you. Big big scam beaware","0"
"244","Trustpilot","Vidhya B Pillai Parent","Updated May 16, 2026","1","My 12 years old daughter got enrolled in Bhanzu since few months.For her Maths remained a difficult subject.But since her enrollment here I see positive development.The Bhanzu teacher & also her 7th grade school Maths teacher's teachings have made her show interest in the subject mainly because slowly she is able to understand the concepts & trying to applying them.I can see this difference through her approach to the subject & the results that follow, though not very high but moving towards it.Only one thing little off the academics is that at the start there were around 6 students in my daughter's batch but in a matter of few months she is the only one attending.This kind of impacts the child's enthusiasm to learn alone without a team.Thank you.","0"
"245","Trustpilot","Saffron Adhikari","Mar 18, 2026","1","This is stupid and they scammed me for 600$ this is stupid because they over pay people for 200$-1000$ so I just wanted to say please don't apply because they scam you.","0"
"246","Trustpilot","Saeed Kherad","Updated Mar 20, 2026","1","I finally received a call from them today. They asked again for my reasons for requesting a full refund. I referred them to the explanation I provided via email. They stated they would not be issuing a refund, but were unable to explain why when asked. I have requested that they confirm this decision in writing. I will share the email with you as soon as I receive it.","0"
"247","Trustpilot","shazia bawani","Mar 16, 2026","1","They respond but they are still not replying for my amount refund which is i paid advance to them for learning math classes. And they are still trying to manipulate. I mention everything in detail but for refund amount they are getting quite .","0"
"248","Trustpilot","Harsh m","Mar 16, 2026","1","I wish there a negative score I could choose. Parents be aware of this. We have been cheated. We enrolled our 13-year-old daughter in Bhanzu’s 18-month online math program after seeing their YouTube advertisements. The program cost $1,845 and was marketed as age-appropriate, structured instruction with four one-hour classes per month. Unfortunately, the experience was very different from what was promised. Our daughter was placed in a class with much younger children, making the instruction unsuitable for her level. A significant portion of each session was spent on unrelated personal conversations rather than math instruction. In addition, the teacher frequently had internet and technical issues, and at times students could not hear or follow the lesson. The actual teaching time was far less than advertised. Before enrolling, we were told that if the class or teacher was not a good fit, Bhanzu would change the class or teacher, or allow cancellation. After experiencing these issues, we contacted Bhanzu multiple times by email and phone requesting a class change or cancellation. We were advised not to attend the current class and were told a new class and teacher would be assigned. Despite repeated follow-ups, no new class was ever provided, the course was not properly canceled, and no refund was issued. Based on our experience, the service delivered did not match what was advertised, and the promised flexibility was not honored. We recommend that parents carefully review terms and get all commitments in writing before enrolling.","0"
"249","Trustpilot","Jaz","Mar 15, 2026","1","DO NOT ENGAGE WITH THESE PEOPLE!!!!! I declined to sign up after the demo class and they have been calling me non-stop at least twice a week (sometimes more!) for the last 2 months. I have blocked numbers and they just call from other numbers. They ring as late at 9pm at night and as early as 6am!!! It’s become harassment now AND THEY WILL NOT STOP.","0"
"250","Trustpilot","Ravi Patel","Updated Apr 10, 2026","1","Big No…no…no… Waste time, energy and very difficult to get refund… They will force you to join for both math champio and math wizard course and ask u to make payment on the spot after demo, but then if you want to step back, you will have nightmare to get the refund… Teaching method… you will have to remember what they taught you to your child and make your child practice at home.. some of the methods i found it very outdated… teachers are not that much experienced handing 4 students in the batch…lot of distractions… hence, not worth it I gave one star but if this site would have allowed me to give no star, i would have given that, Again, please be mindful with it before enrolling your child 10/04/26 - still no refund, still chasing the tail and play rat race game, continue raising the ticket but no action.","0"
"251","Trustpilot","Dina Rashid","Mar 15, 2026","1","I enrolled my son in the first 6-month Bhanzu program and the experience during that period was fine. However, toward the end of the program I began receiving daily calls for weeks pushing me to sign up for Part 2\. The sales pressure was extremely persistent and difficult to decline. Eventually I agreed to enroll again but told them clearly that we needed a break before starting the next session. During that time my son decided he no longer wanted to continue learning math online, so I contacted Bhanzu to request a refund for the unused portion. Unfortunately, this is where the experience became very frustrating. For months I have been trying to resolve this, and every time I call I am told someone will get back to me. Instead, I am passed from one representative to another with no clear resolution and no one taking responsibility. It feels like I am being sent in circles. Be careful,they are not turstworthy. Don't sign up thinking you can get a refund if your kid doesn't like it.","0"
"252","Trustpilot","shazia bawani","Mar 14, 2026","1","I enrolled my daughter in online tuition classes with BHANZU after being assured of a certain standard and structure of teaching. Unfortunately, the classes delivered were not what was promised at the time of enrolment. The quality and format of the sessions did not meet the expectations that were clearly communicated before payment. Despite raising my concerns, the company insisted on full payment upfront and has refused to issue a refund, even though the service provided did not align with what was advertised. As a parent investing in my child’s education, transparency and integrity are extremely important. I am very disappointed with both the service and the way my concerns have been handled. Now i am asking for refund and no one is responding 😒","0"
"253","Trustpilot","Nawal Shah","Mar 14, 2026","1","I am very disappointed. In the beginning the demo class my daughter took and the sales person promised to give my daughter the best experience and promised for classes on time and then later once we paid the next thing we know the fist class is canceled and then following week after they promised for 2 classes a week but always cancelled 1 class now when we confronted the teacher he is blaming us they my daughter missed the class REFUND MY MONEY I DONT WANT ANYTHING WITH BHANZU ANYMORE","0"
"254","Trustpilot","AR","Mar 14, 2026","1","The heavy sales tactic is a major put off and was the initial reason we didn’t sign up. Now I know we made the right decision, as I have been receiving persistent calls and emails, I’ve had to block numbers because they were harassing me. They have also given my number to third parties as I am suddenly receiving an inordinate amount of spam calls/cold calls. Currently looking to see who I can escalate and report them to. This is not acceptable behaviour and to think they are working with children. From now on I will only consider Uk based companies or companies that undertake proper checks. Companies like these cannot be trusted. I wouldn’t be surprised if the positive reviews in here are bots .","0"
"255","Trustpilot","Jam P","Updated Mar 14, 2026","1","Many parents, including myself, have raised serious concerns regarding the platform’s refund policies, customer support, and overall transparency. These issues have caused financial and emotional distress to families who trusted the program for their children’s education Very disappointing - have been emailing calling and these people are buying time do not have any dignity and integrity to resolve this Refund. I have fulfilled my obligation by taking 30 sessions. They are keeping my $2450 refund - Beggers on street have better values than these Tech Educators.. I do not agree with this trust pilot review system . looks likeba flaw, all these 5/4 star reviews from Bhanzu own flaw reviews used by their own once. Create an option to reply, instead of sending my details i can send screenshots of their email. Bunch of scammers. Disgraced for India.","0"
"256","Trustpilot","SP","Mar 13, 2026","1","My child enrolled in Bhanzu’s English program, but the classes were inconsistent and did not meet our expectations. We requested cancellation months ago and have been following up since September 2025\. Even after completing the required number of classes as per their policy, the management continues to delay the refund with repeated “we are reviewing your request” emails. The issue has been dragged for months despite continuous follow-ups. Extremely disappointing customer support and refund handling. Parents should be cautious before committing to long programs.","0"
"257","Trustpilot","Ramalakshmi Malisetty","Mar 13, 2026","1","I personally fell for their YouTube and Instagram reels, and it was a huge mistake. After making the payment, I realized the reality is completely different. The classes are chaotic and inconsistent. Every 2 classes, there’s a break of 3–4 classes. The promised 1-hour sessions barely happen — the instructor joins late, teaches for about 20 minutes, and the remaining time is spent on assessments. Essentially, we’re paying for almost nothing. The demo session is misleading. During demos, the instructors appear well-trained, but the actual classes are taken by completely different, inexperienced instructors. These “real” instructors seem unqualified, and we have no idea what grades or standards they are following for math exams. I even requested a change of instructor because the teaching quality was far below expectations, but nothing improved. It seems many instructors themselves are still in training before being assigned to kids. Overall, this has been extremely disappointing and frustrating. Their social media promotions are false, the classes are unprofessional, and the instructors in actual sessions are not competent. Save your money and look elsewhere.","0"
"258","Trustpilot","Jn","Mar 11, 2026","1","Not impressed with Bhanzu as forcefully asked in demo class to pay for 2 year by showing website! Any way we paid for 2 year and theres is 3 child in online classes where those child constantly yelling and talking middle of teacher explanation ! Any way i reachout to bhanzu to move class than suddenly they start charging of changing class or moving class ! My child must need to attend online classes where those annoying child just keep talking and teacher even not saying word ! Think about before enrolling for 2 years ! U cant change time , classes even my child not gaining anything! There is no option that teacher cant mute annoying child or turn off camera ! And most of kids can’t constrain such a atmosphere! I would not recommend bhanzu to anyone !","0"
"259","Trustpilot","Amit kumar Sharma","Mar 10, 2026","1","They completely scammed us, taking our money without providing any services. Now, they're refusing to give us a refund. I've tried contacting them, but they're ignoring my emails. Please, don't enroll your kids with them - they're thieves.","0"
"260","Trustpilot","Abdul Rehman","Mar 9, 2026","1","Scammers!! My experience with this company was extremely disappointing. Initially, the staff were very friendly and helpful, but this quickly changed once payment had been taken. My child was booked onto a course before the class timings were properly confirmed with me (don't fall for their pressure sales). When we later tried to agree on suitable times, we were unable to find a schedule that worked for both sides on the days that were available to us. I therefore explained that unfortunately we could not proceed and politely requested a refund. This request was refused. Instead, I received repeated phone calls trying to persuade me to accept class timings that simply did not work for us. What made the situation worse was that I was told a refund could not be issued because “no classes had been taken yet,” which made little sense given that the issue was precisely that we could not agree on a schedule in the first place. It appeared they intended to charge for the full block of classes regardless of whether attendance was possible. I ultimately had to raise the matter with my bank to recover my payment. The refund was processed through my bank with no dispute from the company, which speaks for itself. After the refund had been completed and their appeal window had expired, the company then emailed claiming that they had issued the refund themselves (hahaha). This was not accurate. The refund was obtained through my bank after they had refused my initial request. Overall, this was a very frustrating experience and I would advise others to proceed with caution. If you encounter similar issues regarding refunds, you are best to escalate the matter through your bank to resolve it.","0"
"261","Trustpilot","Shashank Visweswara","Mar 8, 2026","1","If I could give negative stars, I would. This company is an absolute, irredeemable black hole for your money and your child’s mental health. DO NOT engage with them under any circumstances. They operate on pure bait-and-switch tactics. Their slimy sales reps outright lied to our faces, explicitly promising us the flexibility to sign up for a longer track but cancel absolutely anytime after the 30-class core module if it wasn't a good fit. Total garbage. The actual experience was nothing short of a nightmare. The ""teacher"" they assigned was shockingly incompetent, barely articulate, and downright cruel. Instead of teaching, they openly berated and humiliated the students. My child left their screen sobbing in tears on multiple occasions. When we desperately pleaded with their support team to switch teachers or move classes to protect our kid, we were completely ignored and coldly brushed off. To add insult to injury, they didn't even bother covering the actual curriculum we paid for within those 30 classes. When we finally demanded to cancel this trainwreck, they suddenly changed the rules and held us hostage, claiming we could only cancel after the 30 classes were fully completed. We gritted our teeth and did exactly that, but now these absolute thieves are illegally withholding two additional payments and flat-out refusing to issue our rightful refund. This isn't an educational business; it's a predatory fraud ring run by heartless scammers, staffed by abusive, unqualified ""teachers,"" and backed by a pathetic excuse for customer support. Avoid them like the plague. Save your money and protect your kids.","0"
"262","Trustpilot","Anie","Updated Mar 7, 2026","1","We have raised concerns multiple times, and despite changing two teachers, my son has been unhappy with the 1st class and asked for refund. But informed that that when they 20 lessons will do the refund. so i cancelled the 19 lesson s even before 24hrs and agin asked for refund. contacted the customer service many times but no reply or refund.Its money scam and please people fall in to this. i just wanted the refung if not going to complain to the legal team.","0"
"263","Trustpilot","Shamsay Alam","Mar 5, 2026","1","It was good experience, my child is already doing classes in your online coaching","0"
"264","Trustpilot","sunil Kumar Mothukuri","Mar 5, 2026","1","We have raised concerns multiple times, and despite changing two teachers, my daughter has consistently been unhappy with the classes. She has repeatedly said she does not want to continue with Bhanzu because the sessions have not met her expectations. For the past month, I have contacted your support team several times requesting a refund, but every time I receive the same repeated assurances about arranging new classes or new batches. This has been extremely frustrating, and it feels like our concerns are not being understood. At this point, we do not wish to continue with any further classes or batch changes. Given the repeated issues and the lack of improvement, I am requesting a full refund for the remaining sessions. Please process the refund at the earliest and confirm the timeline. I did not expect this level of service or customer support, and the ongoing delays have been very disappointing.","0"
"265","Trustpilot","nensi jain","Mar 4, 2026","1","My experience with Bhanzu has been extremely frustrating. I enrolled both of my children and later requested a refund within the allowed period. It has now been nearly three months, and I’m still waiting. Every time I reach out, I’m told the refund is “in process,” but nothing ever happens. This lack of transparency and accountability has made me lose trust in the company. I hope they resolve my case, but based on my experience, I would urge other parents to think carefully before signing up.","0"
"266","Trustpilot","Ann K","Mar 2, 2026","1","I enrolled my daughter in online tuition classes with BHANZU after being assured of a certain standard and structure of teaching. Unfortunately, the classes delivered were not what was promised at the time of enrolment. The quality and format of the sessions did not meet the expectations that were clearly communicated before payment. Despite raising my concerns, the company insisted on full payment upfront and has refused to issue a refund, even though the service provided did not align with what was advertised. As a parent investing in my child’s education, transparency and integrity are extremely important. I am very disappointed with both the service and the way my concerns have been handled. I would advise other parents to carefully review all terms and request written confirmation of what is being promised before making payment.","0"
"267","Trustpilot","Sean","Mar 2, 2026","1","Do not commit to any payment during the free demo. The agent will try their best to talk all sweets and sugars and make you believe that you are getting wonderful discount which they name as scholarship to make you feel like you achieved something but…. NO, do not make payment upfront. It’s a trap to get your money and then it’s only going to be a nightmare for your family. Ask them to confirm who the tutor is going to be and the class timings first then do monthly payments ONLY. Without this info do not commit for their classes. It’s going to be hell with these guys. There are several several parents struggling to get their money back as many felt disappointed with their teaching style. Don’t put your child into this mess. Find someone that can customize to your kids needs rather than rubbing bs forcefully on them.","0"
"268","Trustpilot","Kanwal Gill","Mar 1, 2026","1","Very poor customer service, after get the money they don't care","0"
"269","Trustpilot","Mandip Singh","Updated Mar 9, 2026","1","I purchased a year of this program for my child. Teacher wouldn’t show up and would tell head office that I wasn’t logged in, when I was. Teacher lacked interested in teaching my child. Requested change, didn’t happen. Requested pause after I experienced medical trauma that placed me in hospital. Requested reinstatement.. no follow up was done to tell me classes were reinstated or what day and time they would take place and with whom. Attempted to connect again, was advised that classes were never paused and all classes have been completed and it’s basically my problem. Requested to escalate call several times and was told no one can help me, no one will help me, and that I’m basically SOL by a representative that antagonized me throughout my requests. Terrible. A full year payment and no satisfactory service rendered. UPDATE: since Feb 26/2026 I have received no solution. It is now March 8 and I receive a call to advised me I have credits that have now expired. This is the first time I am hearing about credits. Side note: I continue to receive sales calls for Bhanzu.","0"
"270","Trustpilot","Merrit Samuel","Feb 26, 2026","1","Worst experience ever. This organization seems focused only on collecting money. Once payment is made, customer service becomes unavailable. They group children from different academic standards together, and the teachers appear least concerned. They simply rush to cover the syllabus, mainly focusing on the older child in the group, while the other children are left behind. There is no proper attention given to whether all students are understanding or even regularly attending. I have provided feedback and requested a refund multiple times. Even after a couple of months, a different customer service representative calls asking for feedback again, as if none of the earlier complaints were recorded. It is very unclear how they operate. Overall, this has been a complete waste of money and time.","0"
"271","Trustpilot","saree world","Updated Feb 26, 2026","1","Please Read: You kept saying that resolving my refund is based on 3rd party dependency... can I know who that party is? My family needs the funds urgently and all I am asking is my money back. This is serious situation, kindly understand! @bhanzu, you mentioned under my review that my case will get looked into. Other than having a ticket number email, nothing has been done so far. After I enrolled, I have cancelled within hours and still you guys are refusing to refund my money back. Why are you doing all this?? When no paid service has started at all, why are you keeping our money and now refusing to refund. What kind of a rule is this? We haven't started any classes at all, please kindly refund my money back. I am repeating again and again, I requested to cancel the enrollment within 24hours of payment and no classes or onboarding has started, please kindly refund my money back. It is a huge amount and causing unnecessary distress in my family. We need our refund urgently!","0"
